pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
61,203,22,22111,221710,27200,NA,W,3200,56,NA,2,1,7,4,1,1,1,5,1,0,2,2,1,2,2,2,2,7,NA,NA,NA,0,1528,2,1,5,1,NA,NA,PARK RIDGE,60068,4146,0.738543174143753,0.00385914134105161,0.12686927158707187,0.10612638687891944,0.04751567776169802,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,81250,FALSE,FALSE,TRUE
62,203,11,11010,145960,65410,NA,W,5032,94,NA,2,1,8,4,1,3,2,5,1,0,2,1,0,2,2,2,2,3,2,2,2,0,1575,2,1,1,3,NA,NA,BERWYN,60402,6101,0.22684805769545976,0.13833797738075726,0.07933125717095559,0.5554827077528274,0,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,53072,FALSE,TRUE,TRUE
63,211,70,70101,80640,25000,NA,W,3125,124,3,2,2,18,6,4,3,1,5,2,0,3,3,0,2,NA,2,2,7,NA,NA,NA,0,2970,2,2,3,NA,NA,NA,CHICAGO,60617,3989,0.06267234895963901,0.09150162948107296,0.00200551516670844,0.8438205063925796,0,14000,Chicago,0,0,1,0,0,0,GALLISTEL,WASHINGTON HS,6.908,38884,FALSE,FALSE,TRUE
64,205,71,71030,276770,55240,NA,W,4092,67,NA,2,1,7,4,1,1,1,5,1,0,3,3,2,2,2,2,2,2,1,2,2,0,2233,2,1,2,NA,1,NA,CHICAGO,60646,6516,0.6887661141804788,0.00751995089011663,0.16574585635359115,0.11832412523020258,0.0392879066912216,14000,Chicago,0,0,1,0,0,0,SAUGANASH,TAFT HS,6.901516611295682,123818,FALSE,TRUE,FALSE
65,234,31,31102,280400,43350,NA,T,6670,43,NA,2,1,7,4,3,1,1,5,1,1,3,1,2,2,2,2,2,3,2,1,2,0,1930,2,1,4,NA,NA,NA,WESTCHESTER,60154,5569,0.664571736397917,0.07739270964266474,0.059974860836775,0.192853295026037,0.01041479619321242,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,85958,FALSE,TRUE,TRUE
66,211,72,72221,128930,34720,NA,W,5343,104,6,2,2,24,12,1,3,2,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,6488,3,2,2,NA,NA,NA,CHICAGO,60620,2778,0.00143988480921526,0.9946004319654428,0,0.00395968322534197,0,14000,Chicago,0,0,3,1,0,0,COOK,HIRSCH HS,6.873317191283292,19660,FALSE,FALSE,TRUE
67,202,72,72061,125480,40320,NA,W,4032,71,NA,2,1,4,2,1,3,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,879,2,1,1,3,NA,NA,CHICAGO,60632,2074,0.18177434908389584,0,0.10077145612343298,0.7174541947926711,0,14000,Chicago,0,0,6,0,0,0,EDWARDS,CURIE HS,6.934,43571,FALSE,TRUE,TRUE
68,234,28,28031,180010,47500,AV,W,10000,48,NA,3,1,7,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,3,2,2,2,0,1456,2,1,4,NA,NA,NA,ORLAND PARK,60462,6497,0.8647067877481914,0.00708019085731876,0.0273972602739726,0.08619362782822841,0.02647375711867015,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,106978,FALSE,TRUE,TRUE
69,278,19,19025,316830,90610,NA,W,12945,16,NA,3,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,3035,2,1,2,NA,NA,NA,LEMONT,60439,6124,0.8585891574134552,0,0.0225342913128674,0.0948726322664925,0.04555845852384063,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,92984,FALSE,TRUE,TRUE
70,203,37,37021,61330,27900,NA,W,7440,87,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1300,2,1,1,NA,NA,1,DOLTON,60419,6330,0.0693522906793049,0.8759873617693523,0.00505529225908372,0.0372827804107425,0.02464454976303317,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,41653,FALSE,TRUE,TRUE
71,278,71,71362,470920,55680,NA,W,4125,9,NA,1,1,9,4,1,1,1,5,1,0,2,2,1,2,2,2,2,4,1,2,2,0,2368,2,1,2,3,NA,NA,CHICAGO,60631,6838,0.8464463293360632,0.02837086867505118,0.01447791751974261,0.09666569172272596,0.02807838549283416,14000,Chicago,0,0,1,0,0,0,EBINGER,TAFT HS,6.884772382397572,103733,FALSE,TRUE,TRUE
72,205,71,71180,240910,62260,NA,W,4294,114,NA,1,2,6,4,1,1,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1544,2,1,2,3,NA,NA,CHICAGO,60647,2927,0.1691151349504612,0.00614964127092586,0.00819952169456781,0.8028698325930987,0.02733173898189272,14000,Chicago,0,0,1,0,0,0,MOZART,KELVYN PARK HS,6.915,56667,FALSE,TRUE,TRUE
73,205,23,23093,509100,104000,NA,T,5200,91,NA,2,5,8,4,3,3,2,5,2,1,2,2,1,2,2,2,2,3,2,2,2,0,2164,2,1,2,3,NA,2,WILMETTE,60091,4426,0.8565295978309987,0.00948938093086308,0.08901943063714415,0.01943063714414821,0.04518752824220515,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,165139,FALSE,TRUE,TRUE
74,203,71,71082,202490,69300,NA,W,3150,122,NA,1,1,5,3,1,3,1,5,1,0,1,2,1,2,2,2,2,2,1,2,2,0,1137,2,1,5,1,NA,1,CHICAGO,60618,3870,0.2434108527131783,0.06279069767441861,0.12739018087855297,0.5361757105943152,0.04857881136950904,14000,Chicago,0,0,6,1,0,0,HENRY,ROOSEVELT HS,6.901516611295682,56190,FALSE,TRUE,TRUE
75,234,12,12033,95310,27030,NA,T,7210,46,NA,3,1,6,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,2,1,2,0,1153,2,1,4,NA,NA,NA,GLENWOOD,60425,4966,0.1761981474023359,0.7184857027788965,8.054772452678212e-4,0.07410390656463955,0.0590012082158679,30029,Glenwood,0,0,1,0,0,0,SCHOOL DISTRICT  167,BLOOM TOWNSHIP HIGH SCHOOL  206,18.647,57361,FALSE,TRUE,TRUE
76,234,31,31080,127260,29680,NA,W,6250,67,NA,3,2,5,3,3,1,2,5,2,0,3,1,0,NA,NA,2,2,1,2,2,2,0,947,2,1,4,NA,NA,NA,HILLSIDE,60162,5989,0.1841709801302388,0.4748705960928369,0.00333945566872599,0.3274336283185841,0.02037067957922858,35086,Hillside,0,0,1,0,0,0,SCHOOL DISTRICT 93,PROVISO TOWNSHIP HIGH SCHOOL 209,13.752,54597,FALSE,TRUE,TRUE
77,204,31,31080,209950,26710,NA,W,7125,60,NA,1,1,6,3,4,3,1,5,1,1,3,1,1,NA,NA,2,2,4,1,2,2,0,1855,2,1,1,NA,NA,NA,HILLSIDE,60162,3558,0.43732433951658234,0.2653175941540191,0.04187745924676785,0.2459246767847105,0.01911186059584036,35086,Hillside,0,0,6,-1,0,0,SCHOOL DISTRICT 93,PROVISO TOWNSHIP HIGH SCHOOL 209,13.077,76042,FALSE,TRUE,TRUE
78,206,25,25132,352660,129960,NA,W,10609,66,NA,3,1,7,5,1,1,1,5,1,0,3,2,1,2,2,2,2,4,1,2,2,0,2328,2,1,2,NA,NA,NA,NORTHBROOK,60062,6242,0.8646267222044216,0.05414931111823133,0.06087792374239026,0.00833066324895866,0.0193848125600769,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,103548,FALSE,TRUE,TRUE
79,295,18,18014,161530,31840,NA,W,3747,13,NA,1,1,5,2,1,1,1,5,1,0,3,2,0,2,2,2,2,3,1,1,2,0,1399,2,1,1,NA,NA,NA,ELGIN,60120,5481,0.25305601167670133,0.01933953658091589,0.08064221857325306,0.6376573617952929,0.01860974274767378,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,69559,FALSE,TRUE,TRUE
80,203,26,26010,219560,56460,NA,W,4910,58,NA,2,5,6,3,1,1,2,5,2,0,3,1,1,2,NA,2,2,3,3,2,2,0,1281,2,1,1,NA,NA,NA,NORRIDGE,60706,5047,0.8450564691896176,0.00693481276005547,0.04616603923122647,0.09153952843273232,0.01842678819100456,53377,Norridge,1,0,3,1,0,0,SCHOOL DISTRICT  80,COMMUNITY HIGH SCHOOL  234,7.539,73429,FALSE,TRUE,TRUE
81,295,18,18010,96290,32760,NA,W,3360,34,NA,1,1,5,2,2,3,1,5,1,1,2,1,1,2,2,2,2,1,1,1,1,0,1133,2,1,2,1,NA,NA,STREAMWOOD,60107,6215,0.4313757039420757,0.06870474658085278,0.20949316170555107,0.25341914722445696,0.07401448109412712,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,72073,FALSE,TRUE,TRUE
82,295,73,73150,701610,107100,NA,T,1575,22,NA,2,1,7,3,1,1,1,5,1,0,3,2,0,2,2,2,2,3,2,1,1,0,1689,2,1,3,NA,NA,NA,CHICAGO,60657,3818,0.8677317967522263,0.04426401257202723,0.03614457831325301,0.02907281299109481,0.04557359874279727,14000,Chicago,0,0,1,0,0,0,AGASSIZ,LINCOLN PARK HS,6.89,128750,FALSE,TRUE,TRUE
83,205,25,25132,321080,82680,NA,W,6750,90,NA,4,1,7,3,1,3,1,5,2,1,3,1,0,2,NA,2,2,1,2,1,2,0,1492,2,1,2,NA,NA,1,NORTHBROOK,60062,4687,0.8344356731384681,0.0061873266481758,0.11179859184979732,0.03050992105824621,0.03072327714956262,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,109821,FALSE,TRUE,TRUE
84,203,12,12061,69090,35000,NA,W,7000,59,NA,3,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1084,2,1,1,NA,NA,NA,CHICAGO HEIGHTS,60411,5669,0.35791144822720056,0.46004586346798376,0.00970188745810548,0.15628858705239018,0.02645969306756041,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,22.735,88225,FALSE,TRUE,TRUE
85,206,27,27041,477510,85310,NA,T,8750,130,NA,1,1,9,4,1,3,1,5,2,0,2,2,1,2,2,2,2,3,1,2,2,0,2728,2,1,2,3,NA,1,OAK PARK,60302,3409,0.562921677911411,0.2015253740099736,0.02992079788794368,0.12496333235552948,0.15693751833382225,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,62800,FALSE,TRUE,TRUE
86,203,70,70170,120470,24370,NA,W,3750,69,NA,2,1,7,4,1,1,1,5,2,0,1,2,0,2,NA,2,2,3,1,2,2,0,1637,2,1,5,1,NA,1,CHICAGO,60628,3208,0.00592269326683291,0.9800498753117208,0,0.01402743142144638,0,14000,Chicago,0,0,1,0,0,0,SCHMID,HARLAN HS,6.908,46517,FALSE,TRUE,TRUE
87,205,37,37101,65490,17570,NA,W,4687,68,NA,3,1,6,3,1,3,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1495,2,1,2,NA,NA,NA,CALUMET CITY,60409,5676,0.13178294573643412,0.6321353065539113,0,0.2225158562367865,0.02713178294573643,10487,Calumet City,0,1,6,1,0,0,SCHOOL DISTRICT 157,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,25.497,39375,FALSE,TRUE,TRUE
88,210,17,17071,220640,18330,NA,T,1146,67,NA,2,1,5,3,1,1,1,5,2,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1076,2,1,2,NA,NA,NA,EVANSTON,60202,5007,0.7823047733173557,0.03834631515877771,0.07189934092270821,0.07169962053125624,0.07149990013980427,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,90185,FALSE,FALSE,TRUE
89,205,31,31092,227610,17820,NA,W,3100,102,NA,1,1,8,4,1,3,1,5,1,0,3,2,0,2,2,2,2,3,2,2,2,0,1852,2,1,2,3,NA,NA,FOREST PARK,60130,6035,0.5367025683512842,0.2311516155758078,0.11068765534382768,0.0916321458160729,0.05733222866611433,26935,Forest Park,0,0,1,0,1,0,SCHOOL DISTRICT 91,PROVISO TOWNSHIP HIGH SCHOOL 209,12.075,59485,FALSE,TRUE,TRUE
90,211,71,71171,132920,77760,NA,W,5363,97,2,2,1,8,4,1,3,1,5,2,0,1,2,0,2,2,2,2,7,NA,NA,NA,0,2248,2,2,5,2,NA,1,CHICAGO,60641,2714,0.29255711127487105,0.01658069270449521,0.0501105379513633,0.6378039793662491,0.00589535740604274,14000,Chicago,0,0,1,0,0,0,"GRAY, W",SCHURZ HS,6.894,62734,FALSE,FALSE,TRUE
91,203,37,37061,63440,16380,NA,W,4680,96,NA,1,1,6,3,3,3,1,5,2,1,3,2,0,2,NA,2,2,7,NA,NA,NA,0,1376,2,1,1,NA,NA,NA,CALUMET CITY,60409,6780,0.15206489675516224,0.6339233038348082,0.00191740412979351,0.2019174041297935,0.02035398230088495,10487,Calumet City,0,0,1,0,0,0,SCHOOL DISTRICT 156,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,24.795,47390,FALSE,FALSE,TRUE
92,203,77,77030,306570,70760,NA,W,2775,125,NA,1,1,7,4,1,1,2,2,2,0,1,1,0,2,1,2,2,7,NA,NA,NA,0,1713,2,1,5,1,NA,NA,CHICAGO,60647,1500,0.35133333333333333,0.04933333333333333,0.018,0.5366666666666666,0.08333333333333333,14000,Chicago,0,0,1,0,0,0,MOOS,CLEMENTE HS,6.89,48350,FALSE,FALSE,TRUE
93,206,74,74012,842160,261360,NA,W,2376,136,NA,3,1,9,4,4,3,1,5,1,0,2,3,0,2,2,2,2,3,2,2,2,0,2343,2,1,2,3,NA,1,CHICAGO,60614,6065,0.8436933223413026,0.01863149216817807,0.07485572959604286,0.03248145094806265,0.0606760098928277,14000,Chicago,0,0,1,0,0,1,LINCOLN,LINCOLN PARK HS,6.89,94598,FALSE,TRUE,TRUE
94,202,72,72070,70840,29980,NA,W,3528,98,NA,1,1,5,2,1,1,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,792,2,1,1,3,NA,1,CHICAGO,60632,6829,0.05110557914775223,0.00790745350710206,0,0.9409869673451458,0,14000,Chicago,0,0,1,0,0,0,SAWYER,CURIE HS,6.934,32683,FALSE,TRUE,TRUE
95,234,12,12086,55410,26950,NA,W,7700,55,NA,3,1,6,3,3,1,1,5,2,0,2,1,1,NA,NA,2,2,2,3,1,2,0,1200,2,1,4,3,NA,NA,CHICAGO HEIGHTS,60411,4223,0.2682926829268293,0.5292446128344779,0.00710395453469097,0.1311863604072934,0.12313521193464362,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.75,70313,FALSE,TRUE,TRUE
96,234,32,32110,85530,25300,NA,W,7229,59,NA,3,1,5,3,3,1,1,5,2,0,3,2,0,2,NA,2,2,1,1,2,2,0,1371,2,1,4,NA,NA,NA,PARK FOREST,60466,3170,0.18675078864353312,0.695583596214511,0,0.00599369085173501,0.1996845425867508,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,30.793,71744,FALSE,TRUE,TRUE
97,203,15,15030,151920,34130,NA,W,3690,102,NA,2,1,6,3,1,1,1,5,2,0,2,4,0,2,2,2,2,3,1,2,2,0,1657,2,1,5,1,NA,1,CICERO,60804,6490,0.04283513097072419,0.03944530046224961,0.01525423728813559,0.8942989214175655,0.00955315870570107,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,55168,FALSE,TRUE,TRUE
98,207,18,18082,172370,47060,NA,W,9909,36,NA,1,1,7,3,4,3,1,5,1,1,3,1,1,1,NA,2,2,3,1,1,1,0,1500,2,1,2,NA,NA,NA,BARTLETT,60103,4906,0.7007745617611089,0.00570729718711781,0.16408479412963717,0.1031390134529148,0.05034651447207501,04013,Bartlett,0,0,6,1,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.245,95265,FALSE,TRUE,TRUE
99,211,70,70030,69100,37820,NA,W,3026,122,2,2,2,10,4,3,1,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2344,2,2,2,NA,NA,NA,CHICAGO,60637,3036,0.00889328063241106,0.955862977602108,0,0.01482213438735177,0.02503293807641633,14000,Chicago,0,0,1,0,0,0,TILL,HIRSCH HS,6.89,18983,FALSE,TRUE,TRUE
100,295,38,38053,87970,93800,NA,W,4576,40,NA,1,1,6,3,2,3,1,5,1,1,3,1,1,2,2,2,2,3,1,1,2,0,1332,2,1,2,NA,NA,NA,WHEELING,60090,6477,0.5646132468735525,0,0.24903504708970203,0.11394163964798518,0.1176470588235294,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,77006,FALSE,TRUE,TRUE
101,234,22,22080,218960,58120,NA,T,7500,64,NA,3,1,5,3,3,1,1,5,1,0,3,2,0,2,NA,2,2,1,1,1,2,0,1133,2,1,4,NA,NA,NA,MORTON GROVE,60053,3700,0.6045945945945946,0.00243243243243243,0.3245945945945946,0.01405405405405405,0.10864864864864864,50647,Morton Grove,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,9.008,88287,FALSE,TRUE,TRUE
102,295,76,76011,481420,153410,NA,W,1334,18,NA,2,1,6,2,2,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,2243,2,1,3,NA,NA,NA,CHICAGO,60616,19889,0.4886620745135502,0.2271104630700387,0.20684800643571824,0.04510030670219719,0.06123988134144502,14000,Chicago,0,0,1,0,0,0,NATIONAL TEACHERS,PHILLIPS HS,6.89,102303,FALSE,TRUE,TRUE
103,278,30,30080,212690,65710,NA,W,11948,54,NA,3,1,8,4,3,3,1,5,1,0,3,2,1,2,2,2,2,3,1,1,2,0,2235,2,1,2,NA,NA,NA,PALOS HEIGHTS,60463,4709,0.8549585899341686,0.03355277128902102,0,0.09386281588447654,0.03397748991293268,57381,Palos Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,10.101,83828,FALSE,TRUE,TRUE
104,211,72,72380,191490,39600,NA,W,3960,92,2,3,1,9,4,1,3,1,2,1,0,3,2,0,2,2,2,2,1,1,2,2,0,2128,2,2,2,NA,NA,1,CHICAGO,60638,5341,0.5856581164575922,0.00355738625725519,0.00861261935967047,0.38944017974162143,0.0254633963677214,14000,Chicago,0,0,1,0,0,1,BYRNE,KENNEDY HS,6.934,96326,FALSE,TRUE,TRUE
105,203,39,39080,127230,37240,NA,T,6207,66,NA,1,1,5,2,3,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1068,2,1,1,NA,NA,NA,OAK LAWN,60453,3469,0.7319112136062266,0.10377630441049292,0.01700778322283078,0.13116171807437302,0.03228596137215336,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,52963,FALSE,TRUE,TRUE
106,203,10,10040,208410,44670,AV,W,8510,44,NA,1,1,7,3,4,3,1,5,1,0,3,2,0,2,2,2,2,3,1,1,2,0,1588,2,1,1,NA,NA,NA,HOFFMAN ESTATES,0-0,7280,0.7271978021978022,0.00357142857142857,0.18543956043956045,0.07486263736263736,0.01785714285714285,35411,Hoffman Estates,0,0,6,1,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,8.304,122931,FALSE,TRUE,TRUE
107,205,72,72345,62420,23670,NA,W,4305,71,NA,2,1,7,3,3,1,1,5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,1220,2,1,2,NA,NA,NA,CHICAGO,60628,4644,0.01916451335055986,0.9541343669250646,0,0.01248923341946597,0.02842377260981912,14000,Chicago,0,0,2,1,0,0,OWENS,FENGER HS,6.908,44436,FALSE,TRUE,TRUE
108,203,77,77013,110040,35060,NA,W,4125,104,NA,4,1,5,3,1,3,1,5,2,0,1,1,0,2,2,2,2,1,1,2,2,0,1178,2,1,5,1,NA,NA,CHICAGO,60651,4487,0.01448629373746378,0.7243146868731892,0.01537775796746155,0.24582126142188543,0,14000,Chicago,0,0,1,0,0,0,HAY,ORR HS,6.89,47875,FALSE,TRUE,TRUE
109,206,23,23022,689420,183030,NA,W,8135,112,NA,1,1,8,5,1,3,2,5,2,1,2,3,1,2,NA,2,2,7,NA,NA,NA,0,2974,2,1,2,3,NA,1,WINNETKA,60093,3662,0.8697433096668488,0,0.06717640633533588,0.02348443473511742,0.07618787547788095,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,250001,FALSE,FALSE,TRUE
110,203,22,22130,87090,170000,NA,T,20000,67,NA,2,1,6,3,1,3,1,5,1,0,1,2,0,2,2,2,2,1,2,1,2,0,1212,2,1,5,1,NA,NA,DES PLAINES,60018,3286,0.7325015216068168,0.01217285453438831,0.16372489348752284,0.07668898356664638,0.02982349360925137,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,72946,FALSE,TRUE,TRUE
111,211,77,77102,95960,36960,NA,W,3146,107,2,1,1,7,4,2,3,1,5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2772,2,2,2,NA,NA,NA,CHICAGO,60624,2659,0.02106054907860097,0.9465964648364048,0,0.0041368935690109,0.0564121850319669,14000,Chicago,0,0,1,0,0,0,MELODY,MARSHALL HS,6.913,23944,FALSE,TRUE,TRUE
112,205,39,39080,133000,33480,NA,T,5580,76,NA,2,1,6,3,1,3,1,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,1166,2,1,2,3,NA,NA,EVERGREEN PARK,60805,5352,0.5687593423019432,0.2529895366218236,1.868460388639761e-4,0.16573243647234678,0.02391629297458894,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,71316,FALSE,TRUE,TRUE
113,278,18,18035,215090,102060,NA,W,17010,20,NA,1,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,3010,2,1,2,3,NA,NA,HOFFMAN ESTATES,60192,6938,0.4429230325742289,0.03430383395791294,0.10190256558085904,0.38800807149034305,0.06399538771980398,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.794,75417,FALSE,TRUE,TRUE
114,278,29,29070,256980,48380,NA,W,9676,54,NA,1,1,8,3,4,3,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,2170,2,1,2,NA,NA,NA,PALATINE,60074,5118,0.8253223915592028,0.00390777647518561,0.05177803829620946,0.0873388042203986,0.06096131301289566,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,109929,FALSE,TRUE,TRUE
115,203,71,71430,272620,83480,NA,O,6679,67,NA,2,1,6,4,1,3,2,5,2,0,3,2,1,NA,NA,2,2,3,1,2,2,0,1566,2,1,1,NA,NA,1,CHICAGO,60630,5720,0.6438811188811189,0,0.08269230769230769,0.24825174825174823,0.0458041958041958,14000,Chicago,0,0,1,0,0,0,GARVY,TAFT HS,6.894,81014,FALSE,TRUE,TRUE
116,234,35,35072,199030,62090,NA,W,10349,44,NA,1,1,8,4,3,1,1,5,1,0,3,2,1,NA,NA,2,2,3,1,1,2,0,1219,2,1,4,NA,NA,NA,SCHAUMBURG,60193,5837,0.6153846153846154,0.03135172177488436,0.19307863628576324,0.13996916224087716,0.0342641768031523,68003,Schaumburg,0,0,5,1,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,81118,FALSE,TRUE,TRUE
117,203,20,20081,150920,40120,NA,T,5350,63,NA,3,1,7,3,1,1,2,5,2,1,3,1,0,2,2,2,2,3,1,2,2,0,1486,2,1,1,NA,NA,NA,RIVER GROVE,60171,6306,0.7032984459245163,1.585791309863622e-4,0.00237868696479543,0.28052648271487474,0.02283539486203615,64343,River Grove,0,0,1,0,0,0,SCHOOL DISTRICT  85 1/2,COMMUNITY HIGH SCHOOL  212,10.752,48672,FALSE,TRUE,TRUE
118,205,31,31110,167950,38700,NA,W,6450,76,NA,3,1,5,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,1,1,2,2,0,1090,2,1,2,NA,NA,NA,WESTCHESTER,60154,3558,0.43732433951658234,0.2653175941540191,0.04187745924676785,0.2459246767847105,0.01911186059584036,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,76042,FALSE,TRUE,TRUE
119,211,31,31091,213470,28890,NA,W,3399,117,2,1,1,9,5,1,3,1,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,1941,2,2,5,1,NA,NA,FOREST PARK,60130,4823,0.5034211071946921,0.3439767779390421,0.06323864814430852,0.05556707443499896,0.06759278457391665,26935,Forest Park,0,0,1,0,0,0,SCHOOL DISTRICT 91,PROVISO TOWNSHIP HIGH SCHOOL 209,12.075,52642,FALSE,TRUE,TRUE
120,295,71,71070,414730,47360,NA,W,2960,6,NA,1,2,5,3,1,3,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,2142,2,1,3,NA,NA,NA,CHICAGO,60647,3817,0.2777050039297878,0.03955986376735656,0.0335341891537857,0.6374115797746922,0.02357872674875556,14000,Chicago,0,0,1,0,0,0,MONROE,KELVYN PARK HS,6.915,61733,FALSE,TRUE,TRUE
